Id,FullName,KnownName,Nationality,ShirtNumber,PreferredFoot,TeamId,PhotoUrl,Position,CreatedAt,UpdatedAt
11301,Miguel Alfonso Herrero Javaloyas,Miguel Alfonso Herrero Javaloyas,Spain,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11302,Jordi Masip López,Jordi Masip López,Spain,,Right,7,,RWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11303,Anuar Mohamed Tuhami,Anuar Mohamed Tuhami,Morocco,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11304,Francisco José Olivas Alba,Francisco José Olivas Alba,Spain,,Right,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11305,Raphael Dwamena,Raphael Dwamena,Ghana,,Left,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11332,Ibrahim Amadou,Ibrahim Amadou,France,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11384,Manuel Morlanes Ariño,Manuel Morlanes Ariño,Spain,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11385,Santiago Cáseres,Santiago Cáseres,Argentina,,Left,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11386,Santiago Cazorla González,Santiago Cazorla González,Spain,,Left,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11388,Néstor Alejandro Araújo Razo,Néstor Alejandro Araújo Razo,Mexico,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11389,Francisco José Beltrán Peinado,Francisco José Beltrán Peinado,Spain,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11391,Borja Iglesias Quintas,Borja Iglesias Quintas,Spain,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11392,Arthur Henrique Ramos de Oliveira Melo,Arthur Henrique Ramos de Oliveira Melo,Brazil,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11501,Darwin Daniel Machís Marcano,Darwin Daniel Machís Marcano,Venezuela (Bolivarian Republic),,Right,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11532,Jean-Clair Todibo,Jean-Clair Todibo,France,,Right,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11535,José Ángel Pozo la Rosa,José Ángel Pozo la Rosa,Spain,,Right,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11537,Alberto García Cabrera,Alberto García Cabrera,Spain,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11538,Alejandro Moreno Lopera,Alejandro Moreno Lopera,Spain,,Right,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11539,Adrián Embarba Blázquez,Adrián Embarba Blázquez,Spain,,Right,7,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11540,Óscar Guido Trejo,Óscar Guido Trejo,Argentina,,Right,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11541,Tomáš Vaclík,Tomáš Vaclík,Czech Republic,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11542,Javier Guerra Rodríguez,Javier Guerra Rodríguez,Spain,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11543,José Antonio Dorado Ramírez,José Antonio Dorado Ramírez,Spain,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11550,Jaime Mata Arnaiz,Jaime Mata Arnaiz,Spain,,Both,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11634,Cristiano Piccini,Cristiano Piccini,Italy,,Left,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11669,Gonzalo Julián Melero Manzanares,Gonzalo Julián Melero Manzanares,Spain,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11670,David Ferreiro Quiroga,David Ferreiro Quiroga,Spain,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11671,Juan Camilo Hernández Suárez,Juan Camilo Hernández Suárez,Colombia,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11672,Samuele Longo,Samuele Longo,Italy,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11673,Alejandro Gallar Falguera,Alejandro Gallar Falguera,Spain,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11674,Damián Marcelo Musto,Damián Marcelo Musto,Argentina,,Left,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11675,Moisés Gómez Bordonado,Moisés Gómez Bordonado,Spain,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11676,Jorge Miramón Santagertrudis,Jorge Miramón Santagertrudis,Spain,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11677,Jorge Pulido Mayoral,Jorge Pulido Mayoral,Spain,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11678,Luis Ezequiel Ávila,Luis Ezequiel Ávila,Argentina,,Right,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11730,Jonathan Cristian Silva,Jonathan Cristian Silva,Argentina,,Right,7,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11744,Peru Nolaskoain Esnal,Peru Nolaskoain Esnal,Spain,,Left,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11745,Michael Nicolás Santos Rosadilla,Michael Nicolás Santos Rosadilla,Uruguay,,Left,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11746,Unai López Cabrera,Unai López Cabrera,Spain,,Right,7,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11748,Unai Simón Mendibil,Unai Simón Mendibil,Spain,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11775,Jefté Betancor Sánchez,Jefté Betancor Sánchez,Spain,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
11813,Emiliano Buendía,Emiliano Buendía,Argentina,,Left,7,,LF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12020,Hernâni Jorge Santos Fortes,Hernâni Jorge Santos Fortes,Portugal,,Both,7,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12021,Óliver Torres Muñoz,Óliver Torres Muñoz,Spain,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12041,João Félix Sequeira,João Félix Sequeira,Portugal,,Right,7,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12072,Pere Milla Peña,Pere Milla Peña,Spain,,Right,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12073,Pablo Hervías Ruiz,Pablo Hervías Ruiz,Spain,,Right,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12162,Victorien Angban,Victorien Angban,Côte d'Ivoire,,Right,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12190,Patrick Twumasi,Patrick Twumasi,Ghana,,Right,7,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12191,Gorka Elustondo Urkola,Gorka Elustondo Urkola,Spain,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12192,Álvaro García Rivera,Álvaro García Rivera,Spain,,Left,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12194,Santiago Comesaña Veiga,Santiago Comesaña Veiga,Spain,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12349,Wilfried Aimeric Zahibo,Wilfried Aimeric Zahibo,Central African Republic,,Right,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12358,Haris Medunjanin,Haris Medunjanin,Bosnia and Herzegovina,,Right,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12419,Lucas Torró Marset,Lucas Torró Marset,Spain,,Left,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12509,Moussa Dembélé,Moussa Dembélé,France,,Left,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12554,Serdar Gürler,Serdar Gürler,Turkey,,Right,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12555,Okay Yokuşlu,Okay Yokuşlu,Turkey,,Right,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
12789,Felipe Alejandro Gutiérrez Leiva,Felipe Alejandro Gutiérrez Leiva,Chile,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
13107,Sergio Álvarez Díaz,Sergio Álvarez Díaz,Spain,,Right,7,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
13108,Marc Cardona Rovira,Marc Cardona Rovira,Spain,,Right,7,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
13360,Quincy Anton Promes,Quincy Anton Promes,Netherlands,,Left,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
13552,Borja Fernández Fernández,Borja Fernández Fernández,Spain,,Right,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
13597,Oriol Busquets Mas,Oriol Busquets Mas,Spain,,Left,7,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
13599,Carles Aleña Castillo,Carles Aleña Castillo,Spain,,Left,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
13614,Francesco Bardi,Francesco Bardi,Italy,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
13620,Éder Gabriel Militão,Éder Gabriel Militão,Brazil,,Right,7,,RF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
13730,Matthieu Saunier,Matthieu Saunier,France,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
15297,Mickaël Ciani,Mickaël Ciani,France,,Right,7,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
15602,Juan Carlos Valerón Santana,Juan Carlos Valerón Santana,Spain,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
15737,Sergio Lozano Lluch,Sergio Lozano Lluch,Spain,,Right,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
15805,Hernán Daniel Santana Trujillo,Hernán Daniel Santana Trujillo,Spain,,Right,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
15880,Emiliano Ariel Rigoni,Emiliano Ariel Rigoni,Argentina,,Right,7,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
15893,Víctor Rodríguez Romero,Víctor Rodríguez Romero,Spain,,Left,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
15955,Goran Čaušić,Goran Čaušić,Serbia,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
15959,Nenad Krstičić,Nenad Krstičić,Serbia,,Both,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16000,Ryan Donk,Ryan Donk,Suriname,,Right,7,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16003,Fernando Francisco Reges,Fernando Francisco Reges,Brazil,,Right,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16024,Roger Claver Assalé Djapone,Roger Claver Assalé Djapone,Côte d'Ivoire,,Right,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16073,Aras Özbiliz,Aras Özbiliz,Armenia,,Right,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16209,Raúl de Tomás Gómez,Raúl de Tomás Gómez,Spain,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16210,Luca Sangalli Fuentes,Luca Sangalli Fuentes,Spain,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16212,Óscar Rodríguez Arnaiz,Óscar Rodríguez Arnaiz,Spain,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16249,Yangel Clemente Herrera Ravelo,Yangel Clemente Herrera Ravelo,Venezuela (Bolivarian Republic),,Right,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16298,Denis Vavro,Denis Vavro,Slovakia,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16309,Joel Robles Blázquez,Joel Robles Blázquez,Spain,,Left,7,,LWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16332,Ognjen Vranješ,Ognjen Vranješ,Bosnia and Herzegovina,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16335,Samuel Chimerenka Chukwueze,Samuel Chimerenka Chukwueze,Nigeria,,Left,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16337,Miguel Juan Llambrich,Miguel Juan Llambrich,Spain,,Left,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16338,Uche Henry Agbo,Uche Henry Agbo,Nigeria,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16426,Wanderson Maciel Sousa Campos,Wanderson Maciel Sousa Campos,Brazil,,Left,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16441,Ryan Guno Babel,Ryan Guno Babel,Netherlands,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16456,Enzo Pablo Roco Roco,Enzo Pablo Roco Roco,Chile,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16489,Nemanja Gudelj,Nemanja Gudelj,Serbia,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16508,Denys Boyko,Denys Boyko,Ukraine,,Right,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16538,İsmail Köybaşı,İsmail Köybaşı,Turkey,,Right,7,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16539,Diego Antonio Reyes Rosales,Diego Antonio Reyes Rosales,Mexico,,Right,7,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16555,Joseph Aidoo,Joseph Aidoo,Ghana,,Right,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16622,Mikel González de Martín Martínez,Mikel González de Martín Martínez,Spain,,Right,7,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
16723,Egor Filipenko,Egor Filipenko,Belarus,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17027,Sergio Guardiola Navarro,Sergio Guardiola Navarro,Spain,,Right,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17054,Emiliano Daniel Velázquez Maldonado,Emiliano Daniel Velázquez Maldonado,Uruguay,,Right,7,,LW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17276,Seydou Doumbia,Seydou Doumbia,Côte d'Ivoire,,Right,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17303,Nikola Vukčević,Nikola Vukčević,Montenegro,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17304,Héctor Junior Firpo Adames,Héctor Junior Firpo Adames,Spain,,Right,7,,RWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17520,Federico Barba,Federico Barba,Italy,,Left,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17618,Carlos Akapo Martínez,Carlos Akapo Martínez,Equatorial Guinea,,Right,7,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17620,Marc Cucurella Saseta,Marc Cucurella Saseta,Spain,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17622,Jackson Arley Martínez Valencia,Jackson Arley Martínez Valencia,Colombia,,Right,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17804,David Costas Cordal,David Costas Cordal,Spain,,Right,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
17818,Rodrigo Tarín Higón,Rodrigo Tarín Higón,Spain,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18160,Iván Márquez Álvarez,Iván Márquez Álvarez,Spain,,Left,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18163,Moses Daddy-Ajala Simon,Moses Daddy-Ajala Simon,Nigeria,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18164,Antonio Jesús Regal Angulo,Antonio Jesús Regal Angulo,Spain,,Right,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18395,Vinícius José Paixão de Oliveira Júnior,Vinícius José Paixão de Oliveira Júnior,Brazil,,Right,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18398,Omar Mascarell González,Omar Mascarell González,Spain,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18404,José Ángel Crespo Rincón,José Ángel Crespo Rincón,Spain,,Right,7,,RF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18407,José Alberto Cañas Ruiz Herrera,José Alberto Cañas Ruiz Herrera,Spain,,Right,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18616,Olarenwaju Ayoba Kayode,Olarenwaju Ayoba Kayode,Nigeria,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18620,Sergio Reguilón Rodríguez,Sergio Reguilón Rodríguez,Spain,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18721,Robert Ibáñez Castro,Robert Ibáñez Castro,Spain,,Right,7,,RWB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18724,Sofiane Feghouli,Sofiane Feghouli,Algeria,,Right,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18783,Omenuke Mfulu,Omenuke Mfulu,"Congo, (Kinshasa)",,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18867,Matías Nahuel Leiva Esquivel,Matías Nahuel Leiva Esquivel,Spain,,Right,7,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18904,Claudio Matías Kranevitter,Claudio Matías Kranevitter,Argentina,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18921,Joris Gnagnon,Joris Gnagnon,France,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
18925,Ignacio Cases Mora,Ignacio Cases Mora,Spain,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19288,Martín Gastón Demichelis,Martín Gastón Demichelis,Argentina,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19392,Juan del Cármen Cámara Mesa,Juan del Cármen Cámara Mesa,Spain,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19396,Lluis Sastre Reus,Lluis Sastre Reus,Spain,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19431,Fernando Damián Tissone,Fernando Damián Tissone,Argentina,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19454,Ricardo Miguel Moreira da Costa,Ricardo Miguel Moreira da Costa,Portugal,,Right,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19597,Marcos Javier Acuña,Marcos Javier Acuña,Argentina,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19668,Augusto Matías Fernández,Augusto Matías Fernández,Argentina,,Right,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19669,Osvaldo Nicolás Fabián Gaitán,Osvaldo Nicolás Fabián Gaitán,Argentina,,Right,7,,RM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19677,Karim Benzema,Karim Benzema,France,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
19724,Rafael van der Vaart,Rafael van der Vaart,Netherlands,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20016,Kléper Laveran Lima Ferreira,Kléper Laveran Lima Ferreira,Portugal,,Right,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20033,Luuk de Jong,Luuk de Jong,Netherlands,,Right,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20055,Marc-André ter Stegen,Marc-André ter Stegen,Germany,,Right,7,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20062,Juan José Narváez Solarte,Juan José Narváez Solarte,Colombia,,Right,7,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20063,Javier Ontiveros Parra,Javier Ontiveros Parra,Spain,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20064,Hugo Miguel Almeida Costa Lopes,Hugo Miguel Almeida Costa Lopes,Portugal,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20086,Stipe Pletikosa,Stipe Pletikosa,Croatia,,Right,7,,RF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20215,Álvaro Arbeloa Coca,Álvaro Arbeloa Coca,Spain,,Right,7,,RB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20253,Samir Nasri,Samir Nasri,France,,Right,7,,CM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20542,Álvaro Negredo Sánchez,Álvaro Negredo Sánchez,Spain,,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20669,Tiago Cardoso Mendes,Tiago Cardoso Mendes,Portugal,,Right,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20734,Sergio Akieme Rodríguez,Sergio Akieme Rodríguez,Spain,,Left,7,,LF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
20735,Miguel De la Fuente Escudero,Miguel De la Fuente Escudero,Spain,,Both,7,,CDM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21081,Juan Marcos Foyth,Juan Marcos Foyth,Argentina,,Right,7,,LB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21147,Borja Mayoral Moya,Borja Mayoral Moya,Spain,,Right,7,,CAM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21210,Mariano Ferreira Filho,Mariano Ferreira Filho,Brazil,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21225,Javier Sánchez de Felipe,Javier Sánchez de Felipe,Spain,,Right,7,,GK,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21229,Sergi Samper Montaña,Sergi Samper Montaña,Spain,,Right,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21390,Andriy Lunin,Andriy Lunin,Ukraine,,Right,7,,LM,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21397,Stole Dimitrievski,Stole Dimitrievski,"Macedonia, Republic of",,Right,7,,ST,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21399,Pablo Ínsua Blanco,Pablo Ínsua Blanco,Spain,,Right,7,,LF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21877,Ignacio Monsalve Vicente,Ignacio Monsalve Vicente,Spain,,Right,7,,CB,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
21881,Sergino Dest,Sergino Dest,United States of America,,Left,7,,CF,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
22020,Joaquín Fernández Moreno,Joaquín Fernández Moreno,Spain,,Right,7,,RW,2025-07-14 19:26:32.245082 +00:00,2025-07-14 19:26:32.245082 +00:00
